epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,11462.3,1.2663,1.39045,1.73558,0.44941,0.29304,0.2481,0.13676,1.47009,1.40567,2.06305,0.000599037,0.000599037,0.000599037
178,11558.3,1.27374,1.40394,1.72784,0.63828,0.24359,0.27711,0.17129,1.51732,1.45886,2.07932,0.000594321,0.000594321,0.000594321
179,11651.2,1.30646,1.39049,1.7467,0.52733,0.12454,0.18311,0.12772,1.52672,1.75513,2.0604,0.000589605,0.000589605,0.000589605
180,11739.2,1.31139,1.48864,1.76783,0.68576,0.12388,0.18,0.12121,1.51627,1.7185,2.03342,0.00058489,0.00058489,0.00058489
181,11814.8,1.28406,1.42932,1.74242,0.80098,0.22161,0.25389,0.16602,1.44788,1.55581,1.99477,0.000580174,0.000580174,0.000580174
182,11905.9,1.2911,1.48705,1.78645,0.89741,0.27175,0.30533,0.20884,1.42257,1.38723,1.9673,0.000575458,0.000575458,0.000575458
183,11994.8,1.35869,1.39673,1.76598,0.54061,0.19589,0.21037,0.12686,1.45778,1.37988,2.00723,0.000570743,0.000570743,0.000570743
184,12071,1.25888,1.37205,1.6813,0.78706,0.24725,0.26773,0.17445,1.51584,1.50358,2.11039,0.000566027,0.000566027,0.000566027
185,12149.2,1.29794,1.5016,1.77237,0.75078,0.22076,0.24473,0.17685,1.49392,1.40922,2.09098,0.000561311,0.000561311,0.000561311
186,12226.1,1.25538,1.40327,1.71705,0.69808,0.34249,0.38272,0.25981,1.397,1.40767,1.98421,0.000556595,0.000556595,0.000556595
187,12306.1,1.22218,1.37907,1.7188,0.54148,0.17399,0.19871,0.13274,1.41639,1.29251,2.02708,0.00055188,0.00055188,0.00055188
188,12400,1.15106,1.2708,1.61797,0.72839,0.30363,0.3325,0.193,1.45042,1.31234,2.03483,0.000547164,0.000547164,0.000547164
189,12484.8,1.30978,1.39319,1.71758,0.8612,0.19683,0.23657,0.15632,1.41487,1.36507,2.01391,0.000542448,0.000542448,0.000542448
190,12578.7,1.25102,1.36705,1.72208,0.83469,0.24908,0.30052,0.2075,1.41494,1.29028,2.03324,0.000537733,0.000537733,0.000537733
191,12662.8,1.27912,1.32132,1.75251,0.89433,0.21884,0.29552,0.18593,1.43501,1.30659,2.00358,0.000533017,0.000533017,0.000533017
192,12746.3,1.272,1.35792,1.7157,0.86537,0.24725,0.28732,0.19879,1.54564,1.38468,2.09367,0.000528301,0.000528301,0.000528301
193,12838.2,1.2107,1.29218,1.67491,0.85832,0.36623,0.42889,0.28866,1.45862,1.29264,2.03337,0.000523586,0.000523586,0.000523586
194,12937.6,1.21115,1.28449,1.65635,0.75592,0.29487,0.35987,0.23028,1.35922,1.35423,1.95027,0.00051887,0.00051887,0.00051887
195,13021.2,1.15749,1.22312,1.5979,0.85309,0.14835,0.21427,0.14668,1.37347,1.4937,1.97502,0.000514154,0.000514154,0.000514154
196,13111,1.2283,1.33418,1.70225,0.44232,0.22161,0.23678,0.15055,1.44149,1.55543,2.01117,0.000509438,0.000509438,0.000509438
197,13188.5,1.22388,1.30581,1.69519,0.54019,0.26621,0.29613,0.18075,1.51073,1.48444,2.04747,0.000504723,0.000504723,0.000504723
198,13278.8,1.22184,1.25447,1.65036,0.64812,0.28708,0.30365,0.18635,1.40292,1.38504,2.03275,0.000500007,0.000500007,0.000500007
199,13373.1,1.1972,1.29676,1.66558,0.58162,0.1978,0.20783,0.13813,1.45704,1.47845,2.04589,0.000495291,0.000495291,0.000495291
200,13464.7,1.1893,1.29542,1.63648,0.51268,0.1978,0.21754,0.15376,1.38644,1.35847,1.96349,0.000490576,0.000490576,0.000490576
201,13572.2,1.19578,1.28769,1.6429,0.84288,0.17399,0.21842,0.15222,1.35766,1.26461,1.90163,0.00048586,0.00048586,0.00048586
202,13659.6,1.22102,1.28637,1.71589,0.49161,0.1978,0.19068,0.13042,1.38741,1.43099,1.96093,0.000481144,0.000481144,0.000481144
203,13744.3,1.1886,1.32836,1.63149,0.7138,0.32675,0.37272,0.24394,1.37633,1.46039,1.97729,0.000476429,0.000476429,0.000476429
204,13831.5,1.25656,1.36443,1.68874,0.74157,0.22344,0.23802,0.17743,1.43693,1.40108,2.05331,0.000471713,0.000471713,0.000471713
205,13907.4,1.15377,1.23533,1.63454,0.76102,0.34432,0.40496,0.2786,1.46254,1.3555,2.11788,0.000466997,0.000466997,0.000466997
206,14000.5,1.17385,1.25453,1.6416,0.59387,0.17399,0.20056,0.14327,1.45276,1.45818,2.07241,0.000462281,0.000462281,0.000462281
207,14086.3,1.16789,1.27064,1.65145,0.62832,0.29229,0.31817,0.21262,1.44052,1.4511,2.02031,0.000457566,0.000457566,0.000457566
208,14176.7,1.22497,1.29362,1.68,0.90416,0.32051,0.37776,0.251,1.43057,1.4397,1.96272,0.00045285,0.00045285,0.00045285
209,14269.8,1.10598,1.1295,1.55322,0.72,0.24725,0.29413,0.20219,1.45672,1.62958,1.98017,0.000448134,0.000448134,0.000448134
210,14343.1,1.20254,1.26818,1.67916,0.85219,0.33249,0.45031,0.30311,1.42459,1.55878,2.0002,0.000443419,0.000443419,0.000443419
211,14436.5,1.19833,1.27927,1.66604,0.9657,0.36566,0.45819,0.31868,1.37935,1.38627,1.98286,0.000438703,0.000438703,0.000438703
